smiles,logp,mw,tpsa,hbd,hba,rotbonds,qed,sas
OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)[C@@H]4O[C@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,-3.590299999999998,362.331,161.6,6,10,4,0.27570013897102974,5.091268747426531
CC1=CC(=O)C2C(C1)C2(C)C,2.1776999999999997,150.22099999999998,17.07,0,1,0,0.5169559532426549,3.7614923653785652
CC1=CC[C@]2(C)CCCC(C)(C)[C@@]23C[C@@H]13,4.5591000000000035,204.357,0.0,0,0,0,0.5074101063945532,4.957037828747733
CC(=O)O[C@H]1C[C@]2(C)[C@@H](C(C)C)CC[C@H]2[C@]23C[C@H]2[C@](C)(O)CC[C@]13C,4.567700000000005,348.52700000000016,46.53,1,3,2,0.7437649166247442,5.352989744964917
CC(C)[C@H]1CC[C@@H]2[C@]1(C)C[C@H](O)[C@@]1(C)CC[C@@](C)(O)[C@@H]3C[C@@]231,3.996900000000003,306.49,40.46,2,2,1,0.7685858461653607,5.348644609363694
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,4.036800000000003,374.9080000000002,54.37,1,3,1,0.7532215562878001,4.790917167755597
COc1ccc(/C=C/C(=O)c2c(O)cc(OC)c3c2O[C@]24C(=O)C(=O)[C@@H]5[C@@H](C5(C)C)[C@@]2(C)[C@H](C)CC[C@H]34)cc1,5.380500000000005,530.6170000000004,99.13,1,7,5,0.3147617636594633,5.133987849848848
CC1(C)C[C@H]2C=C(C=O)[C@]3(C=O)C[C@]3(C)[C@H]2C1,2.7730000000000015,232.32299999999995,34.14,0,2,2,0.6859877395779812,4.888236086172033
C=C1[C@H]2C[C@@]2(C(C)C)C[C@H]1OC(C)=O,2.540300000000001,194.27399999999997,26.3,0,2,2,0.49853199520016206,4.426387767031894
CC(C)[C@@]12CC[C@](C)(O)[C@@H]1C2,2.1935000000000002,154.253,20.23,1,1,1,0.6135466733786061,4.223057406517908
CC1=CC(=O)[C@@H]2[C@H]1[C@H]1OC(=O)[C@H](C)[C@@H]1CC[C@@H]2C,2.3554000000000004,248.32199999999995,43.370000000000005,0,3,0,0.6180143708241734,4.422698112479473
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O,5.752900000000006,616.8360000000001,130.36,3,8,15,0.12043867486370408,4.974673338653971
CC1=C2C(=CC(C)(C)[C@@H]2O)C(=O)[C@](C)(O)C12CC2,1.7439,248.32199999999995,57.53,2,3,0,0.6863054863454049,4.778705786054886
CC1CCC2C(C)CCCC(C)(C)C2C1,4.885000000000005,208.38899999999995,0.0,0,0,0,0.5317439970601181,3.6790000291228324
C=C1CC[C@@H](C(C)C)[C@@H](O)[C@H]2[C@H]1CC[C@]2(C)O,2.746700000000001,238.37099999999995,40.46,2,2,1,0.6896096270499917,4.282719082371755
C=C1CC[C@@H](C(C)C)[C@@H](O)[C@H]2O[C@@]2(C)CCC1=O,2.4763,252.35399999999993,49.83,1,3,1,0.5759091928854384,4.791005810607301
C=C1CCC=C(C)CCC2C1CC2(C)C,4.7252000000000045,204.35699999999997,0.0,0,0,0,0.5005620426274199,4.171795825714101
CC(=O)OC[C@]12C[C@@H](OC(C)=O)[C@@]3(O)[C@@H]([C@@H]4O[C@@H]4C4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(C)=O,1.9103999999999994,460.52300000000037,119.5,1,8,4,0.49911914294115584,5.2254964300135045
C=C(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,-0.0620000000000005,292.287,85.36,1,6,1,0.41381170250557187,6.435039838486644
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,8.168900000000008,426.7290000000003,20.23,1,1,4,0.44936824453358776,5.378027069865823
CC(=O)O[C@H]1[C@H]2O[C@]23[C@@H]2CC[C@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]2CC[C@]3(C)[C@H]1c1ccc(=O)oc1,2.9148000000000005,458.5510000000002,109.50000000000001,2,7,2,0.5179671143311244,5.374311412824184
C=C1C[C@@H](O)[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1/C=C/C(=O)C1CO1,3.280100000000002,304.43,49.83,1,3,3,0.4943780376269822,4.778559638682754
CC1(C)CCC[C@@]2(C)[C@H]1CC[C@]1(CO1)[C@@H]2C/C=C1\CCOC1=O,4.261400000000004,318.4570000000001,38.83,0,3,2,0.4336362562444441,4.834690253743065
C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1C[C@]2(C)CO,2.9088000000000016,236.35499999999996,32.76,1,2,1,0.5606636871298921,4.899943069821392
CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC(=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]543)[C@@]12C,3.6902000000000026,514.5710000000003,121.64000000000001,0,9,2,0.3303141081123025,5.642048225744691
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)[C@@]2(C)/C=C/C=C(/C)C=O,4.067300000000003,300.442,37.3,1,2,3,0.3691233751447412,5.0095475664372655
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)[C@@]2(C)C/C=C/C(C)(C)O,4.083100000000004,304.474,40.46,2,2,3,0.77123098783767,4.900660669435963
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)[C@@]2(C)CC/C=C(/C)CO,4.084700000000004,304.474,40.46,2,2,4,0.768188616693913,4.718547566437267
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)[C@@]2(C)/C=C/C=C(/C)CO,3.8607000000000036,302.458,40.46,2,2,3,0.6137010739744576,4.992475258744959
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)[C@@]2(C)C[C@H]1C=C(C)C(=O)O1,3.6277000000000026,316.44100000000003,46.53,1,3,2,0.6249242133709539,5.031508326391251
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)[C@@]2(C)/C=C/C=C(C)C,4.8883000000000045,286.459,20.23,1,1,2,0.5659030616752099,4.897644145472153
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)[C@@]2(C)C[C@@H]1C=C(C)C(=O)O1,3.6277000000000026,316.44100000000003,46.53,1,3,2,0.6249242133709539,5.031508326391251
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)[C@@]2(C)[C@H]1C(=O)C(C)=C[C@H]1O,2.872000000000002,316.441,57.53,2,3,1,0.7314307734746671,5.059501361726049
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)[C@@]2(C)[C@@H](/C=C/C(C)(C)O)OC,3.708000000000003,334.50000000000006,49.69,2,3,4,0.770700191990113,5.1854410552096315
CC1=C[C@]23O[C@]2(CC(C)(C)C3=O)[C@H](C)CC[C@@H]1O,2.230300000000001,250.33799999999997,49.83,1,3,0,0.5295885851845975,4.894325816611018
CC(C)(O)[C@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,-0.8672,310.302,105.59000000000002,2,7,1,0.47900256005185166,6.363442226719994
CC(=O)OC1CC[C@]2(C)[C@H]3C(O)C[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@]4(C)[C@@]34O[C@H]4C[C@H]2C1(C)C,7.167700000000009,502.7800000000005,59.06,1,4,6,0.3089426935381556,5.474597099969619
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@]3(C)O[C@]23CC1=O,1.7749,262.30499999999995,55.9,0,4,0,0.49297889975530135,5.191808775330104
CC(=O)OC[C@@]12[C@H](O)C[C@@H](C)[C@]3(C[C@@H](c4ccoc4)OC3=O)[C@H]1CCC[C@]21CO1,2.7733000000000008,404.4590000000003,98.5,1,7,3,0.6108559619826563,5.63729245278003
CC(=O)OC[C@@]12[C@H](CCC[C@]13CO3)[C@@]1(C[C@@H](c3ccoc3)OC1=O)[C@H](C)C[C@H]2OC(C)=O,3.344100000000002,446.4960000000002,104.57000000000002,0,8,4,0.3939872921865365,5.595879814325058
CC(=O)OC[C@@]12C(=O)C[C@@H](C)[C@](C)(CCc3ccoc3)[C@H]1[C@@H](O)CC[C@]21CO1,2.916800000000001,390.47600000000017,89.27000000000001,1,6,5,0.6141964509903379,5.259162247409954
CC(=O)OC[C@@]12C(=O)C[C@@H](C)[C@](C)(CCc3ccoc3)[C@H]1CCC[C@]21CO1,3.9460000000000033,374.4770000000002,69.04,0,5,5,0.5765670819157517,5.025119071750118
CC(C)[C@]12C[C@@H](O)[C@@](C)(O)[C@H]1C2,1.1643,170.25199999999998,40.46,2,2,1,0.619771189763396,4.453298540116272
CC(C)[C@@H]1C[C@@H](O)[C@@](C)(O)[C@H]2O[C@@H]12,0.5415999999999999,186.251,52.99,2,3,1,0.5876622979386753,4.5510880876440964
CN(C)C[C@@H]1C(=O)O[C@H]2[C@H]1CCC1(CC1)[C@@H]1CCC3(CC3)[C@H]21,3.0862000000000016,303.446,29.540000000000003,0,3,2,0.7342721920626493,5.170533711037236
COC[C@@H]1C(=O)O[C@H]2[C@H]1CCC1(CC1)[C@@H]1CCC3(CC3)[C@H]21,3.171000000000002,290.40299999999996,35.53,0,3,2,0.7328060664336095,5.186084038189289
CCOC(=O)[C@@H]1CCCN1C[C@@H]1C(=O)O[C@H]2[C@H]1CCC1(CC1)[C@@H]1CCC3(CC3)[C@H]21,3.552100000000002,401.5470000000003,55.84,0,5,4,0.6745049799050641,5.167212650439861
CC(O)c1cn(C[C@@H]2C(=O)O[C@H]3[C@H]2CCC2(CC2)[C@@H]2CCC4(CC4)[C@H]32)nn1,2.869600000000001,371.48100000000017,77.24000000000001,1,6,3,0.8269318066079001,5.433476564263124
COC(=O)c1cn(C[C@@H]2C(=O)O[C@H]3[C@H]2CCC2(CC2)[C@@H]2CCC4(CC4)[C@H]32)nn1,2.602900000000001,385.4640000000002,83.31,0,7,3,0.7439725214595649,5.193284762050103
O=C1O[C@H]2[C@@H](CCC3(CC3)[C@@H]3CCC4(CC4)[C@H]23)[C@@H]1Cn1cc(-c2ccccc2)nn1,4.483300000000003,403.52600000000007,57.010000000000005,0,5,3,0.7090951551251844,4.991060366064254
CCCCN(C)C[C@@H]1C(=O)O[C@H]2[C@H]1CCC1(CC1)[C@@H]1CCC3(CC3)[C@H]21,4.2565000000000035,345.5270000000001,29.540000000000003,0,3,5,0.6974991157719063,5.095390968517484
O=C1O[C@H]2[C@@H](CCC3(CC3)[C@@H]3CCC4(CC4)[C@H]23)[C@@H]1CN1CCCC1,3.6204000000000027,329.48400000000015,29.54,0,3,2,0.7247887176464848,4.990676339484229
O=C1O[C@H]2[C@@H](CCC3(CC3)[C@@H]3CCC4(CC4)[C@H]23)[C@@H]1CSc1ccccc1,5.316900000000005,368.54200000000003,26.3,0,3,3,0.53362628804062,4.968856034991315
O=C1O[C@H]2[C@@H](CCC3(CC3)[C@@H]3CCC4(CC4)[C@H]23)[C@@H]1CN1CCOCC1,2.8568000000000016,345.4830000000002,38.769999999999996,0,4,2,0.7215942798801878,5.019840089396604
C=C1C(=O)O[C@@H]2/C=C(\C)CC[C@H]3O[C@@]3(C)CC[C@@H]12,2.7620000000000013,248.32199999999992,38.83,0,3,0,0.2862371144515137,4.672155733684223
C=C1C(=O)O[C@@H]2C[C@@H](C)CC[C@H]3O[C@@]3(C)CC[C@@H]12,2.8419000000000008,250.33799999999994,38.83,0,3,0,0.3768148336494513,4.676006689750165
C=C1C(=O)O[C@@H]2/C=C(\C)CC[C@H]3C(F)(F)[C@@]3(C)CC[C@@H]12,3.8759000000000032,282.3299999999999,26.3,0,2,0,0.3827672258737665,4.885867077442719
C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)O[C@@H]1CC[C@@]1(C)O[C@@H]21,1.9731999999999998,264.3209999999999,51.36,0,4,0,0.381178491608897,5.030870926161729
C=C1C(=O)O[C@H]2[C@H]1CC[C@@]1(C)[C@@H](CC[C@@]3(C)O[C@@H]23)C1(F)F,3.0871000000000013,298.32899999999995,38.83,0,3,0,0.39176481978373,5.2217512649745075
C=C1C(=O)O[C@H]2[C@H]1CC[C@@H](C)CCC[C@@]1(C)O[C@@H]21,2.8419000000000008,250.33799999999994,38.83,0,3,0,0.3768148336494513,4.600115920519396
C=C1C(=O)C[C@H]2C(=C)[C@@H](O)C[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]12,1.1663999999999999,260.28899999999993,63.599999999999994,1,4,0,0.4032049258476369,4.818543435005942
C=C1C(=O)C[C@H]2C(=C)C[C@@H](O)[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]12,1.1663999999999999,260.289,63.599999999999994,1,4,0,0.40320492584763695,4.768298186137164
C=C1CC[C@H]2C(=C)C(=O)O[C@@H]2[C@]2(O)[C@@H]1CC[C@@H]2C,2.2114000000000003,248.32199999999997,46.53,1,3,0,0.40598593548882295,4.624679794654981
C=C1C(=O)O[C@H]2[C@H]1[C@@H](O)CC(=C)[C@@H]1C[C@@H](O)[C@@H](C)[C@H]21,1.0381,264.3209999999999,66.76,2,4,0,0.3895757845556657,4.906832364427389
C=C1C(=O)O[C@@H]2[C@@H]3[C@@H](CCC34CC4)C3(CC[C@@H]12)CC3,3.4646000000000026,258.36099999999993,26.3,0,2,0,0.49107412391033156,5.131468480736592
C=C1CC(O)C2C(=C)C(=O)OC2C2C(C)C(=O)CC12,1.2463,262.30499999999995,63.6,1,4,0,0.4051971233619991,4.743298718385885
C=C1C(=O)O[C@H]2[C@H]1C(=O)CC(=C)[C@@H]1C[C@H](O)[C@@H](C)[C@H]21,1.2463,262.30499999999995,63.60000000000001,1,4,0,0.4051971233619991,4.942838084901725
C=C1[C@@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC[C@](C)(O)[C@@H]2C[C@@H]1O,1.1821999999999997,264.32099999999997,66.76,2,4,0,0.39157339164712607,4.758255279471859
C=C1C(=O)O[C@H]2[C@H]1[C@@H](S)CC(=C)[C@@H]1CC(=O)[C@@H](C)[C@H]21,2.1837999999999997,278.37299999999993,43.370000000000005,1,4,0,0.3195690990463997,5.0580489446302295
C=C1C(=O)O[C@@H]2[C@@H]3[C@@H](CC[C@@]3(C)O)[C@@](C)(O)CC[C@@H]12,1.4062,266.33699999999993,66.76,2,4,0,0.5136585109604442,4.499462519290864
C=C1C(=O)O[C@H]2[C@H]1CC(=O)[C@H](C)[C@@H]1CC[C@H](C)[C@@]12O,1.4703,264.32099999999997,63.60000000000001,1,4,0,0.531364323573118,4.6928525645397325
C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC)CC(=C)[C@@H]1CC(=O)[C@@H](C)[C@H]21,1.9004,276.33199999999994,52.6,0,4,1,0.41683732633817644,4.743966927718869
C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC)CC(=C)[C@@H]1C[C@H](OC)[C@@H](C)[C@H]21,2.3463000000000003,292.37499999999994,44.760000000000005,0,4,2,0.44507717437058925,4.880395748170002
C=C1C(=O)O[C@H]2[C@H]1CC[C@@](C)(OC)C1CC[C@@](C)(O)[C@@H]12,2.0603,280.3639999999999,55.760000000000005,1,4,1,0.5898606521277235,4.569684876436819
C=C1C(=O)O[C@H]2[C@H]1[C@@H](O)CC(=C)[C@@H]1C[C@H](O)[C@](O)(CO)[C@H]21,-0.8746,296.31899999999996,107.22000000000001,4,6,1,0.28446535189086525,4.981363272750684
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)[C@@H](O)CC(=O)[C@@]21C,0.5852,280.32,83.83000000000001,2,5,0,0.5008692661526565,4.777339496659364
C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(C)C)CC(=C)[C@@H]1CC(=O)[C@@H](C)[C@H]21,2.679000000000001,304.38599999999997,52.6,0,4,2,0.4469947749781195,4.763816080126967
C=C1C(=O)O[C@@H]2[C@H]3C(=C)[C@@H](OCOC)C[C@H]3C(=C)C[C@H](O)[C@@H]12,1.5863999999999998,306.358,64.99000000000001,1,5,3,0.3711307142460797,4.961252181821882
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC[C@]34C[C@]4(C)CC[C@@H]12,3.2406000000000024,244.33399999999992,26.3,0,2,0,0.37130544854371134,5.224937458980934
C=C1C(=O)O[C@H]2[C@H]1[C@@H](N(C)C)CC(=C)[C@@H]1CC(=O)[C@@H](C)[C@H]21,1.8156,289.37499999999994,46.61,0,4,1,0.41952506326376715,4.831732115396965
C=C1C(=O)OC2CCCCC3OC3C12,1.4256,194.23,38.83,0,3,0,0.3324226005540935,4.05652174554201
C=C1C[C@H]2O[C@H]2[C@]2(C)CC[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]12,2.2278000000000002,246.30599999999995,38.83,0,3,0,0.28461191352565823,4.819315481396272
C=C1C[C@H](O)[C@@H]2[C@H](OC(=O)[C@H]2C)[C@@H]2[C@H]1C[C@H](O)[C@]21CO1,0.25089999999999973,280.32000000000005,79.29,2,5,0,0.3776607576583378,5.499205930662681
C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CCC[C@@H](C)CC[C@@H]12,2.8419000000000008,250.3379999999999,38.83,0,3,0,0.3768148336494513,4.600115920519396
C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC[C@@H]3C[C@]3(C)CC[C@@H]12,2.8419000000000008,262.3489999999999,38.83,0,3,0,0.3826378559344153,5.037373393505707
C=C1C(=O)O[C@H]2C[C@H](C)[C@H]3CC[C@@]4(C)O[C@@]34C[C@H]12,2.4518000000000004,248.32199999999995,38.83,0,3,0,0.37533262504370507,5.272419783084859
C=C1C(=O)O[C@@H]2[C@@H]3[C@@](C)(CC[C@@H]12)CC[C@H]1O[C@@]31C,2.4518000000000004,248.32199999999992,38.83,0,3,0,0.37533262504370507,4.686932404473193
C=C1C(=O)O[C@@H]2[C@@H]3[C@@H](CC[C@@]3(C)O)[C@@]3(CC[C@@H]12)COC(=O)O3,1.5608,308.33,82.06000000000002,1,6,0,0.5400505611147745,5.308141494859777
C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(C)C)CC(=C)[C@@H]1C[C@H](OC(C)C)[C@@H](C)[C@H]21,3.903500000000003,348.48300000000006,44.760000000000005,0,4,4,0.43898128899079064,4.963930827809575
C=C1C(=O)O[C@H]2[C@H]1CC=C(C)C1=CC[C@@](C)(O)[C@@H]12,2.1315,246.30599999999995,46.53,1,3,0,0.5258813231024145,4.712253014413216
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC=C3C(C)(O)CC[C@@H]12,2.1315,246.30599999999995,46.53,1,3,0,0.5258813231024145,4.617946577992493
C=C1C(=O)O[C@@H]2C3C(=C(C)C(=O)C[C@@H]12)CC[C@@]3(C)O,1.5345,262.3049999999999,63.60000000000001,1,4,0,0.5309974265752904,4.522954017401539
C=C1C(=O)O[C@@H]2C3C(=C(C)C(O)C[C@@H]12)CC[C@@]3(C)O,1.3262999999999998,264.3209999999999,66.76,2,4,0,0.3933262779823611,4.736335290209562
C=C1C(=O)O[C@H]2[C@H]1[C@@H](O)C[C@@H](C)[C@@H]1C=CC(=O)[C@]12C,1.2463,262.30499999999995,63.6,1,4,0,0.5268622725609774,4.883769306621181
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H]1CC[C@@H](OC(C)=O)[C@@]21C,2.8621000000000016,292.375,52.6,0,4,1,0.5506456634197384,4.369393943043002
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C(=O)C[C@@](C)(O)[C@@H]12,1.5345,262.30499999999995,63.60000000000001,1,4,0,0.5309974265752904,4.4110472300712225
C=C1C(=O)O[C@H]2[C@H]1CCC(COC)=C1CC[C@@](C)(O)[C@@H]12,1.9820000000000004,278.3479999999999,55.760000000000005,1,4,2,0.476580323537164,4.527647969227323
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC[C@@]3(O)[C@@](C)(O)CC[C@@H]12,1.3262999999999998,264.3209999999999,66.76,2,4,0,0.3933262779823611,4.671956104689199
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1[C@H](O)C[C@@](C)(O)[C@@H]12,1.3262999999999998,264.32099999999997,66.76,2,4,0,0.39332627798236114,4.656624882969743
C=C1[C@@H]2[C@H]3OC(=O)C(C)[C@@H]3[C@@H](OC(C)C)CC(C)[C@@H]2C[C@@H]1OC(C)C,3.983400000000003,350.4990000000001,44.760000000000005,0,4,4,0.5681002081993793,4.997903895629944
C=C1C(=O)O[C@H]2[C@H]1[C@@H](N(C)C)CC(=C)[C@@H]1C[C@H](N(C)C)[C@@H](C)[C@H]21,2.1767000000000003,318.461,32.78,0,4,2,0.4437677584310725,4.99909059985549
C=C1C(=O)O[C@@H]2C3=C(C)C[C@@H](O)C3=C(C)CC[C@@H]12,2.2756,246.30599999999995,46.53,1,3,0,0.5266166102620561,4.421184519165012
CC1=C2C(C[C@H]1O)[C@](C)(O)CC[C@H]1CC(=O)O[C@H]21,1.1602,252.30999999999995,66.76,2,4,0,0.5013111321854358,4.577696121185594
C=C1C(=O)O[C@H]2[C@H]1CCC(CF)=C1CC[C@@](C)(O)[C@@H]12,2.3051000000000004,266.3119999999999,46.53,1,3,1,0.44985605032680753,4.731970428818176
C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)CC)CC(=C)[C@@H]1CC(=O)[C@@H](C)[C@H]21,2.2072000000000003,318.36899999999997,69.67,0,5,2,0.4434016869763508,4.656594875524592
C=C1C(=O)O[C@@H]2[C@H]3C(CN(C)C)C(=O)C[C@H]3C(=C)CCC[C@@H]12,2.2073,303.40200000000004,46.61,0,4,2,0.4456558902110411,4.536638934641032
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1[C@@H](N)C[C@@](C)(O)[C@@H]12,1.2927,263.33699999999993,72.55,2,4,0,0.39230052017075523,4.7403696793498336
C=C(C)C(=O)O[C@H]1CC(=C)[C@@H]2CCC(=C)[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]21,3.1144000000000016,314.38100000000003,52.6,0,4,2,0.4463178211685392,4.646580958368556
CC1=CC[C@]23O[C@@]2(C)CC[C@@H]2[C@H](OC(=O)[C@@H]2C)[C@@H]13,2.4518000000000004,248.322,38.83,0,3,0,0.37533262504370507,5.177435167700244
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)CC[C@H](OC(C)=O)[C@@]21C,1.977,308.374,72.83000000000001,1,5,1,0.5921235025924121,4.563251021456823
C=C1C(=O)O[C@H]2[C@H]1CC[C@@](C)(O)[C@]13O[C@H]1[C@H](O)[C@](C)(O)[C@H]23,-0.4917,296.319,99.52000000000001,3,6,0,0.3167687587169922,5.592221484641142
C=C1[C@@H]2[C@H]3OC(=O)C(=C)[C@@H]3CCC(=C)[C@@H]2C[C@@H]1OC(=O)/C=C\C,3.1144000000000016,314.38100000000003,52.6,0,4,2,0.4463178211685392,4.7300063394390985
C=C1C(=O)O[C@@H]2[C@@H]3[C@](O)(C=C[C@@]3(C)O)[C@](C)(O)CC[C@@H]12,0.29710000000000003,280.32,86.99000000000001,3,5,0,0.33732081559642463,4.962256187515678
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1[C@H](OC)C[C@@](C)(O)[C@@H]12,1.9803999999999997,278.34799999999996,55.760000000000005,1,4,1,0.452540201012338,4.6533867574610985
C=C1C(=O)O[C@H]2[C@H]1[C@H](O)CC(=C)[C@@H]1C[C@H](O)[C@@H](C)[C@H]21,1.0381,264.3209999999999,66.76,2,4,0,0.3895757845556657,4.906832364427389
C=C1[C@@H]2[C@H]3OC(=O)C(=C)[C@@H]3CCC(=C)[C@@H]2C[C@@H]1Cl,3.233900000000002,264.75199999999995,26.3,0,2,0,0.29060202249680017,4.818455304859063
C=C1C(=O)C[C@@H]2[C@H]1[C@H]1OC(=O)C(=C)[C@@H]1CC[C@@]2(C)O,1.3903999999999999,262.3049999999999,63.60000000000001,1,4,0,0.5290771541156744,4.603214023241236
C=C1C(=O)O[C@@H]2[C@@H]3[C@@H](CC(=O)[C@@H]3C)[C@](C)(O)CC[C@@H]12,1.4703,264.3209999999999,63.60000000000001,1,4,0,0.531364323573118,4.61305527947186
C=C1C(=O)OC2C1CCC(C)(O)C1CCC(C)(O)C21,1.4062,266.33699999999993,66.76,2,4,0,0.5136585109604442,4.499462519290864
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H]1C[C@@H](O)C(=O)[C@@]21C,1.4702999999999997,264.32099999999997,63.6,1,4,0,0.531364323573118,4.609509578114394
C=C1CC[C@@]23O[C@]2(C)CC[C@H]2C(=C)C(=O)O[C@@H]2[C@@H]13,2.3719,246.30599999999995,38.83,0,3,0,0.28494521165902875,5.213921458980934
C=C1CC[C@]23O[C@@]2(C)CC[C@H]2C(=C)C(=O)O[C@@H]2[C@@H]13,2.3719,246.30599999999995,38.83,0,3,0,0.28494521165902875,5.213921458980934
C=C1CC[C@@]23O[C@]2(C)CC[C@@H]2[C@H](OC(=O)[C@H]2C)[C@@H]13,2.4518000000000004,248.32199999999997,38.83,0,3,0,0.37533262504370507,5.212302552315629
C=C1CC[C@]23O[C@@]2(C)CC[C@@H]2[C@H](OC(=O)[C@H]2C)[C@@H]13,2.4518000000000004,248.32199999999997,38.83,0,3,0,0.37533262504370507,5.212302552315629
C=C1CC[C@H]2C(=C)C(=O)O[C@@H]2[C@@H]2[C@@H]1C[C@@H](O)[C@]2(C)Cl,2.4287,282.767,46.53,1,3,0,0.32121896755174356,4.904527677661905
C=C1CC[C@@H]2[C@H]1[C@H]1OC(=O)[C@@H](C)[C@@H]1C[C@H]1O[C@@]21C,2.3077000000000005,248.32199999999995,38.83,0,3,0,0.3749622145085687,4.8576747925961445
C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC[C@H]3C[C@]3(C)CC[C@@H]12,2.8419000000000008,262.3489999999999,38.83,0,3,0,0.3826378559344153,5.037373393505707
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC[C@@H]3[C@](C)(OC)CC[C@@H]12,2.8655000000000017,262.34899999999993,35.53,0,3,1,0.4139386256576963,4.516724639321988
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)[C@H](O)CC(=O)[C@@]21C,0.5852,280.32,83.83000000000001,2,5,0,0.5008692661526565,4.777339496659364
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)C(O)CC(=O)[C@@]21C,0.5852,280.32,83.83000000000001,2,5,0,0.5008692661526565,4.777339496659364
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]13OCO[C@H]1CC(=O)[C@@]23C,1.6048999999999998,292.331,61.830000000000005,0,5,0,0.5011748056900123,5.394029123413709
C=C1C(=O)O[C@H]2[C@H]1CCC(CO)=C1CC[C@@](C)(O)[C@@H]12,1.3278999999999999,264.3209999999999,66.76,2,4,1,0.4257857204315159,4.600719541244212
C=C1C(=O)O[C@H]2[C@@H]3[C@@](O)(C(=C)CC[C@@H]12)[C@H]1C[C@]3(C)O1,1.3427,262.30499999999995,55.760000000000005,1,4,0,0.4065003229130576,5.709162537137999
